category,file,line,text
ignore-comment,Common\Constants.cs,322,/// 操作日志保留天数
ignore,Common\Constants.cs,328,#region Logo设置
ignore-comment,Common\Constants.cs,331,/// Logo 最大文件大小 (KB)
ignore,Common\Constants.cs,337,#region 窗口尺寸
ignore-comment,Common\Constants.cs,340,/// 窗口最小宽度
ignore-comment,Common\Constants.cs,345,/// 窗口最小高度
ignore-comment,Common\Constants.cs,350,/// 窗口默认宽度
ignore-comment,Common\Constants.cs,355,/// 窗口默认高度
ignore,Common\Constants.cs,361,#region 算法分析常量
ignore-comment,Common\Constants.cs,364,/// 算法程序默认目录
ignore-comment,Common\Constants.cs,369,/// 算法程序默认文件名
ignore-comment,Common\Constants.cs,374,/// 算法默认超时时间（分钟）
ignore-comment,Common\Constants.cs,379,/// 进程优雅关闭等待时间（秒）
ignore-comment,Common\Constants.cs,384,/// 通讯协议版本
ignore-comment,Common\Constants.cs,389,/// 默认算法版本
ignore-comment,Common\Constants.cs,394,/// 默认模型版本
ignore-comment,Common\Constants.cs,399,/// 任务类型标识
ignore-comment,Common\Constants.cs,404,/// 分析模式
ignore-comment,Common\Constants.cs,409,/// 请求ID前缀
ignore-comment,Common\Constants.cs,414,/// 分析结果目录名
ignore-comment,Common\Constants.cs,419,/// 算法输入配置文件名
ignore-comment,Common\Constants.cs,424,/// 算法输出汇总文件名
ignore-comment,Common\Constants.cs,429,/// 标注视频文件名
ignore-comment,Common\Constants.cs,434,/// 关节角度时间序列 CSV 文件名
ignore-comment,Common\Constants.cs,439,/// 关键点轨迹 CSV 文件名
ignore-comment,Common\Constants.cs,444,/// 关键点速度 CSV 文件名
ignore-comment,Common\Constants.cs,449,/// 关节角速度 CSV 文件名
ignore-comment,Common\Constants.cs,454,/// 算法调试日志文件名
ignore-comment,Common\Constants.cs,459,/// 算法 stdout 状态消息类型标识
ignore-comment,Common\Constants.cs,464,/// 视频预览 Timer 采样间隔（毫秒），约 30fps
ignore-comment,Common\Constants.cs,469,/// 视频快进/快退步长（秒）
ignore-comment,Common\Enums.cs,6,/// 用户角色
ignore-comment,Common\Enums.cs,11,/// 管理员 - 拥有系统最高权限
maybe,Common\Enums.cs,13,"[Description(""管理员"")]"
ignore-comment,Common\Enums.cs,17,/// 操作员 - 拥有核心业务操作权限
maybe,Common\Enums.cs,19,"[Description(""操作员"")]"
ignore-comment,Common\Enums.cs,23,/// 游客 - 受限功能
maybe,Common\Enums.cs,25,"[Description(""游客"")]"
ignore-comment,Common\Enums.cs,30,/// 性别
ignore-comment,Common\Enums.cs,35,/// 男
maybe,Common\Enums.cs,37,"[Description(""男"")]"
ignore-comment,Common\Enums.cs,41,/// 女
maybe,Common\Enums.cs,43,"[Description(""女"")]"
ignore-comment,Common\Enums.cs,48,/// 患者状态（逻辑删除）
ignore-comment,Common\Enums.cs,53,/// 正常
maybe,Common\Enums.cs,55,"[Description(""正常"")]"
ignore-comment,Common\Enums.cs,59,/// 已删除
maybe,Common\Enums.cs,61,"[Description(""已删除"")]"
ignore-comment,Common\Enums.cs,66,/// 测量状态
ignore-comment,Common\Enums.cs,71,/// 待处理
maybe,Common\Enums.cs,73,"[Description(""待处理"")]"
ignore-comment,Common\Enums.cs,77,/// 分析中
maybe,Common\Enums.cs,79,"[Description(""分析中"")]"
ignore-comment,Common\Enums.cs,83,/// 已完成
maybe,Common\Enums.cs,85,"[Description(""已完成"")]"
ignore-comment,Common\Enums.cs,89,/// 已取消
maybe,Common\Enums.cs,91,"[Description(""已取消"")]"
ignore-comment,Common\Enums.cs,95,/// 分析失败
maybe,Common\Enums.cs,97,"[Description(""分析失败"")]"
ignore-comment,Common\Enums.cs,102,/// 报告状态
ignore-comment,Common\Enums.cs,107,/// 待生成
maybe,Common\Enums.cs,109,"[Description(""待生成"")]"
ignore-comment,Common\Enums.cs,113,/// 已生成
maybe,Common\Enums.cs,115,"[Description(""已生成"")]"
ignore-comment,Common\Enums.cs,119,/// 已打印
maybe,Common\Enums.cs,121,"[Description(""已生成"")]"
ignore-comment,Common\Enums.cs,125,/// 需重新生成
maybe,Common\Enums.cs,127,"[Description(""需重新生成"")]"
ignore-comment,Common\Enums.cs,132,/// 设备连接状态
ignore-comment,Common\Enums.cs,137,/// 未连接
maybe,Common\Enums.cs,139,"[Description(""未连接"")]"
ignore-comment,Common\Enums.cs,143,/// 连接中
maybe,Common\Enums.cs,145,"[Description(""连接中"")]"
ignore-comment,Common\Enums.cs,149,/// 已连接
maybe,Common\Enums.cs,151,"[Description(""已连接"")]"
ignore-comment,Common\Enums.cs,155,/// 连接失败
maybe,Common\Enums.cs,157,"[Description(""连接失败"")]"
ignore-comment,Common\Enums.cs,162,/// 应用主题
ignore-comment,Common\Enums.cs,167,/// 浅色主题
maybe,Common\Enums.cs,169,"[Description(""浅色"")]"
ignore-comment,Common\Enums.cs,173,/// 深色主题
maybe,Common\Enums.cs,175,"[Description(""深色"")]"
ignore-comment,Common\Enums.cs,180,/// 应用语言
ignore-comment,Common\Enums.cs,185,/// 简体中文
maybe,Common\Enums.cs,187,"[Description(""简体中文"")]"
ignore-comment,Common\Enums.cs,191,/// 英文
ignore-comment,Common\Enums.cs,198,/// 导出格式
ignore-comment,Common\Enums.cs,203,/// Excel格式
ignore-comment,Common\Enums.cs,209,/// CSV格式
ignore-comment,Common\Enums.cs,215,/// PDF格式
ignore-comment,Common\Enums.cs,222,/// 备份频率
ignore-comment,Common\Enums.cs,227,/// 每天
maybe,Common\Enums.cs,229,"[Description(""每天"")]"
ignore-comment,Common\Enums.cs,233,/// 每周
maybe,Common\Enums.cs,235,"[Description(""每周"")]"
ignore-comment,Common\Enums.cs,239,/// 每月
maybe,Common\Enums.cs,241,"[Description(""每月"")]"
ignore-comment,Common\Enums.cs,246,/// 操作日志级别
ignore-comment,Common\Enums.cs,251,/// 信息
maybe,Common\Enums.cs,253,"[Description(""信息"")]"
ignore-comment,Common\Enums.cs,257,/// 警告
maybe,Common\Enums.cs,259,"[Description(""警告"")]"
ignore-comment,Common\Enums.cs,263,/// 错误
maybe,Common\Enums.cs,265,"[Description(""错误"")]"
ignore-comment,Common\Enums.cs,270,/// 用户状态
ignore-comment,Common\Enums.cs,275,/// 启用
maybe,Common\Enums.cs,277,"[Description(""启用"")]"
ignore-comment,Common\Enums.cs,281,/// 禁用
maybe,Common\Enums.cs,283,"[Description(""禁用"")]"
ignore,Common\Enums.cs,287,#region 测量评估模块枚举
ignore-comment,Common\Enums.cs,290,/// 测量类型
ignore-comment,Common\Enums.cs,295,/// 自然步行
maybe,Common\Enums.cs,297,"[Description(""自然步行"")]"
ignore-comment,Common\Enums.cs,301,/// 快走
maybe,Common\Enums.cs,303,"[Description(""快走"")]"
ignore-comment,Common\Enums.cs,307,/// 慢走
maybe,Common\Enums.cs,309,"[Description(""慢走"")]"
ignore-comment,Common\Enums.cs,313,/// 其他
maybe,Common\Enums.cs,315,"[Description(""其他"")]"
ignore-comment,Common\Enums.cs,320,/// 分析阶段
ignore-comment,Common\Enums.cs,325,/// 未分析
maybe,Common\Enums.cs,327,"[Description(""未分析"")]"
ignore-comment,Common\Enums.cs,331,/// 关键点识别
maybe,Common\Enums.cs,333,"[Description(""关键点"")]"
ignore-comment,Common\Enums.cs,337,/// 步态事件检测
maybe,Common\Enums.cs,339,"[Description(""步态事件"")]"
ignore-comment,Common\Enums.cs,343,/// 运动学参数
maybe,Common\Enums.cs,345,"[Description(""运动学"")]"
ignore-comment,Common\Enums.cs,350,/// 视频规格
ignore-comment,Common\Enums.cs,368,/// 导入策略
ignore-comment,Common\Enums.cs,373,/// 复制到测量目录
maybe,Common\Enums.cs,375,"[Description(""复制到测量目录"")]"
ignore-comment,Common\Enums.cs,379,/// 仅引用原路径
maybe,Common\Enums.cs,381,"[Description(""仅引用原路径"")]"
ignore-comment,Common\Enums.cs,386,/// 分析任务状态
ignore-comment,Common\Enums.cs,391,/// 未运行
maybe,Common\Enums.cs,393,"[Description(""未运行"")]"
ignore-comment,Common\Enums.cs,397,/// 运行中
maybe,Common\Enums.cs,399,"[Description(""运行中"")]"
ignore-comment,Common\Enums.cs,403,/// 已完成
maybe,Common\Enums.cs,405,"[Description(""已完成"")]"
ignore-comment,Common\Enums.cs,409,/// 失败
maybe,Common\Enums.cs,411,"[Description(""失败"")]"
ignore-comment,Common\Enums.cs,416,/// 视频导入模式
ignore-comment,Common\Enums.cs,421,/// 导入已有视频
maybe,Common\Enums.cs,423,"[Description(""导入"")]"
ignore-comment,Common\Enums.cs,427,/// 实时采集
maybe,Common\Enums.cs,429,"[Description(""采集"")]"
ignore-comment,Common\Enums.cs,434,/// 采集画面布局
ignore-comment,Common\Enums.cs,439,/// 单视频模式（仅正面或侧面）
maybe,Common\Enums.cs,441,"[Description(""单视频"")]"
ignore-comment,Common\Enums.cs,445,/// 双视频模式（正面 + 侧面）
maybe,Common\Enums.cs,447,"[Description(""双视频"")]"
ignore-comment,Common\Enums.cs,452,/// 录制时长选项
ignore-comment,Common\Enums.cs,457,/// 30 秒
maybe,Common\Enums.cs,459,"[Description(""30秒"")]"
ignore-comment,Common\Enums.cs,463,/// 1 分钟
maybe,Common\Enums.cs,465,"[Description(""1分钟"")]"
ignore-comment,Common\Enums.cs,470,/// 采集录制状态
ignore-comment,Common\Enums.cs,475,/// 待机 - 等待开始录制
ignore-comment,Common\Enums.cs,480,/// 录制中
ignore-comment,Common\Enums.cs,485,/// 录制完成
ignore-comment,Common\Enums.cs,491,/// 评估模块 UI 状态
ignore-comment,Common\Enums.cs,496,/// 就绪，等待开始分析
maybe,Common\Enums.cs,498,"[Description(""就绪"")]"
ignore-comment,Common\Enums.cs,502,/// 分析进行中
maybe,Common\Enums.cs,504,"[Description(""分析中"")]"
ignore-comment,Common\Enums.cs,508,/// 分析完成，视频预览中
maybe,Common\Enums.cs,510,"[Description(""预览中"")]"
ignore-comment,Common\Enums.cs,514,/// 分析失败
maybe,Common\Enums.cs,516,"[Description(""失败"")]"
ignore-comment,Common\Enums.cs,521,/// 算法退出错误码
ignore-comment,Common\Enums.cs,526,/// 成功
maybe,Common\Enums.cs,528,"[Description(""成功"")]"
ignore-comment,Common\Enums.cs,532,/// 配置文件错误
maybe,Common\Enums.cs,534,"[Description(""配置文件错误"")]"
ignore-comment,Common\Enums.cs,538,/// 输入文件不存在
maybe,Common\Enums.cs,540,"[Description(""输入文件不存在"")]"
ignore-comment,Common\Enums.cs,544,/// 视频读取失败
maybe,Common\Enums.cs,546,"[Description(""视频读取失败"")]"
ignore-comment,Common\Enums.cs,550,/// 分析处理失败
maybe,Common\Enums.cs,552,"[Description(""分析处理失败"")]"
ignore-comment,Common\Enums.cs,556,/// 结果导出失败
maybe,Common\Enums.cs,558,"[Description(""结果导出失败"")]"
ignore-comment,Common\Enums.cs,562,/// 未知错误
maybe,Common\Enums.cs,564,"[Description(""未知错误"")]"
ignore-comment,Common\Enums.cs,569,/// 视频播放速度
ignore-comment,Common\Enums.cs,574,/// 0.25 倍速
ignore-comment,Common\Enums.cs,580,/// 0.5 倍速
ignore-comment,Common\Enums.cs,586,/// 1.0 倍速（正常）
ignore-comment,Common\Enums.cs,592,/// 1.5 倍速
ignore-comment,Common\Enums.cs,598,/// 2.0 倍速
ignore-comment,Common\Enums.cs,605,/// CSV 文件类型标识
ignore-comment,Common\Enums.cs,610,/// 关节角度时间序列
maybe,Common\Enums.cs,612,"[Description(""关节角度"")]"
ignore-comment,Common\Enums.cs,616,/// 关键点运动轨迹
maybe,Common\Enums.cs,618,"[Description(""关键点轨迹"")]"
ignore-comment,Common\Enums.cs,622,/// 关键点速度
maybe,Common\Enums.cs,624,"[Description(""关键点速度"")]"
ignore-comment,Common\Enums.cs,628,/// 关节角速度
maybe,Common\Enums.cs,630,"[Description(""关节角速度"")]"
ignore-comment,Controls\TitleBarControl.xaml.cs,8,/// 顶部标题栏公共组件，供登录页之外所有页面共用。
ignore-comment,Controls\TitleBarControl.xaml.cs,9,"/// 通过 <see cref=""UserDisplayName""/> 依赖属性显示当前登录账号名；"
ignore-comment,Controls\TitleBarControl.xaml.cs,10,"/// 未赋值时默认显示""游客""。"
ignore-comment,Controls\TitleBarControl.xaml.cs,11,/// 最小化 / 关闭事件通过冒泡路由向上传递给宿主 Window 处理。
ignore-comment,Controls\TitleBarControl.xaml.cs,16,"/// 当前显示的账号名依赖属性。默认值""游客""。"
maybe,Controls\TitleBarControl.xaml.cs,23,"new PropertyMetadata(""游客""));"
ignore-comment,Controls\TitleBarControl.xaml.cs,26,/// 当前账号名。可在 XAML 中通过 Binding 或在代码中直接设置。
ignore-comment,Controls\TitleBarControl.xaml.cs,27,"/// 未赋值时显示""游客""。"
ignore-comment,Controls\TitleBarControl.xaml.cs,49,/// 最小化按钮点击路由事件，宿主 Window 可订阅或由组件内部直接查找父窗口处理。
ignore-comment,Controls\TitleBarControl.xaml.cs,59,/// 最小化按钮点击事件。
ignore-comment,Controls\TitleBarControl.xaml.cs,68,/// 关闭按钮点击路由事件。
ignore-comment,Controls\TitleBarControl.xaml.cs,78,/// 关闭按钮点击事件。
ignore-comment,Controls\TitleBarControl.xaml.cs,93,// 先触发路由事件，允许宿主监听
ignore-comment,Controls\TitleBarControl.xaml.cs,96,// 同时直接操作父窗口（兜底，无需宿主额外订阅）
ignore-comment,Controls\TitleBarControl.xaml.cs,103,// 先触发路由事件，允许宿主监听（例如弹确认框）
ignore-comment,Controls\TitleBarControl.xaml.cs,107,// 若宿主未处理（Handled=false），则直接操作父窗口
ignore-comment,Converters\AnalysisStateConverters.cs,9,/// 分析状态转可见性转换器
ignore-comment,Converters\AnalysisStateConverters.cs,10,/// 当 AnalysisState 与 ConverterParameter 匹配时可见
ignore-comment,Converters\AnalysisStateConverters.cs,11,"/// 用法: Visibility=""{Binding AnalysisState, Converter={StaticResource AnalysisStateToVisibilityConverter}, ConverterParameter=Ready}"""
ignore-comment,Converters\AnalysisStateConverters.cs,16,/// 转换
ignore-comment,Converters\AnalysisStateConverters.cs,30,/// 反转换
ignore-comment,Converters\AnalysisStateConverters.cs,39,/// 分析进度转阶段状态转换器
ignore-comment,Converters\AnalysisStateConverters.cs,40,/// 用于阶段进度列表中标识已完成(✓)/进行中(●)/待完成(○)
ignore-comment,Converters\AnalysisStateConverters.cs,41,"/// ConverterParameter 为阶段对应的起始百分比（如 ""35""）"
ignore-comment,Converters\AnalysisStateConverters.cs,46,/// 转换
ignore-comment,Converters\AnalysisStateConverters.cs,63,/// 反转换
ignore-comment,Converters\AnalysisStateConverters.cs,72,/// 布尔值转前置条件图标颜色转换器
ignore-comment,Converters\AnalysisStateConverters.cs,73,/// true → 绿色，false → 红色
