category,file,line,text
ignore-comment,Views\DataManagementView.xaml,222,<!--  下拉弹出层  -->
ignore-comment,Views\DataManagementView.xaml,392,<!--  ==================== 日期范围控件（完全不使用 DatePicker） ====================  -->
ignore-comment,Views\DataManagementView.xaml,403,<!--  起始日期文本  -->
ignore-comment,Views\DataManagementView.xaml,405,<!--  起始日期日历图标  -->
ignore-comment,Views\DataManagementView.xaml,407,<!--  分隔符  -->
ignore-comment,Views\DataManagementView.xaml,409,<!--  截止日期文本  -->
ignore-comment,Views\DataManagementView.xaml,411,<!--  截止日期日历图标  -->
ignore-comment,Views\DataManagementView.xaml,413,<!--  清空按钮（固定占位）  -->
ignore-comment,Views\DataManagementView.xaml,417,<!--  起始日期文本  -->
ignore-comment,Views\DataManagementView.xaml,463,<!--  起始日期日历图标（常驻）  -->
ignore-comment,Views\DataManagementView.xaml,488,<!--  分隔符  -->
ignore-comment,Views\DataManagementView.xaml,498,<!--  截止日期文本  -->
ignore-comment,Views\DataManagementView.xaml,544,<!--  截止日期日历图标（常驻）  -->
ignore-comment,Views\DataManagementView.xaml,569,<!--  清空按钮（固定列宽，不改变 Visibility，用 Opacity 控制显隐）  -->
ignore-comment,Views\DataManagementView.xaml,607,<!--  ==================== 状态下拉框 ====================  -->
must,Views\DataManagementView.xaml,618,"Text=""状态"" />"
must,Views\DataManagementView.xaml,653,"Text=""搜索"" />"
must,Views\DataManagementView.xaml,685,"Text=""编号"" />"
must,Views\DataManagementView.xaml,689,"Text=""姓名"" />"
must,Views\DataManagementView.xaml,693,"Text=""性别"" />"
must,Views\DataManagementView.xaml,697,"Text=""年龄"" />"
must,Views\DataManagementView.xaml,701,"Text=""测量日期"" />"
must,Views\DataManagementView.xaml,705,"Text=""状态"" />"
must,Views\DataManagementView.xaml,709,"Text=""操作"" />"
must,Views\DataManagementView.xaml,713,"Text=""详情"" />"
must,Views\DataManagementView.xaml,717,"Text=""导出"" />"
must,Views\DataManagementView.xaml,721,"Text=""删除"" />"
must,Views\DataManagementView.xaml,896,"Text=""正在加载数据..."" />"
must,Views\DataManagementView.xaml,905,"Text=""暂无数据"">"
must,Views\DataManagementView.xaml,963,"Text=""批量导出"" />"
must,Views\DataManagementView.xaml,992,"Text=""导入包"" />"
must,Views\DataManagementView.xaml,1031,"Text=""删除"" />"
must,Views\DataManagementView.xaml,1161,"Text=""{Binding SelectedCount, StringFormat=已选 {0} 项}"" />"
ignore-comment,Views\LoginView.xaml,18,<!-- 输入框内左侧图标样式 -->
ignore-comment,Views\LoginView.xaml,29,<!-- 无边框输入框基础样式 -->
ignore-comment,Views\LoginView.xaml,47,<!-- 占位文字 -->
ignore-comment,Views\LoginView.xaml,73,<!-- Text为null时也显示占位符 -->
ignore-comment,Views\LoginView.xaml,83,<!-- 无边框密码框样式 -->
ignore-comment,Views\LoginView.xaml,101,"<!-- 占位文字：Tag==""""（无密码）时可见 -->"
must,Views\LoginView.xaml,109,"Text=""请输入密码"""
ignore-comment,Views\LoginView.xaml,120,<!-- Tag 为空字符串时表示密码为空，显示水印 -->
ignore-comment,Views\LoginView.xaml,130,<!-- 密码可见时的文本框样式（复用 LoginTextBoxStyle） -->
ignore-comment,Views\LoginView.xaml,136,<!-- 密码可见性切换按钮样式 -->
ignore-comment,Views\LoginView.xaml,161,<!-- 中心主卡片容器 -->
ignore-comment,Views\LoginView.xaml,184,<!-- 左侧展示区约 850/1620 ≈ 52.5% -->
ignore-comment,Views\LoginView.xaml,186,<!-- 右侧登录区约 770/1620 ≈ 47.5% -->
ignore-comment,Views\LoginView.xaml,190,<!-- ========== 左侧展示区 ========== -->
ignore-comment,Views\LoginView.xaml,213,<!-- 产品展示图 -->
ignore-comment,Views\LoginView.xaml,225,<!-- 系统名称 -->
ignore-comment,Views\LoginView.xaml,237,<!-- ========== 右侧登录区 ========== -->
ignore-comment,Views\LoginView.xaml,239,<!-- 关闭按钮（右上角） -->
ignore-comment,Views\LoginView.xaml,266,<!-- 登录表单区 -->
ignore-comment,Views\LoginView.xaml,272,"<!-- 标题""账号登录"" -->"
must,Views\LoginView.xaml,278,"Text=""账号登录"" />"
ignore-comment,Views\LoginView.xaml,280,<!-- 账号输入框 -->
maybe,Views\LoginView.xaml,286,"Tag=""请输入账号"""
ignore-comment,Views\LoginView.xaml,297,<!-- 密码输入框 -->
ignore-comment,Views\LoginView.xaml,299,<!-- 隐藏密码模式 - PasswordBox -->
ignore-comment,Views\LoginView.xaml,311,<!-- 显示密码模式 - TextBox -->
maybe,Views\LoginView.xaml,316,"Tag=""请输入密码"""
ignore-comment,Views\LoginView.xaml,323,<!-- 左侧锁图标 -->
ignore-comment,Views\LoginView.xaml,327,<!-- 右侧密码可见性切换按钮 -->
ignore-comment,Views\LoginView.xaml,348,<!-- 记住密码 -->
ignore-comment,Views\LoginView.xaml,355,<!-- 记住密码 -->
ignore-comment,Views\LoginView.xaml,380,<!-- 错误信息 -->
ignore-comment,Views\LoginView.xaml,389,<!-- 登录按钮 -->
must,Views\MainContainerView.xaml,321,"<TextBlock Style=""{StaticResource HeaderLabelTextStyle}"" Text=""姓名："" />"
must,Views\MainContainerView.xaml,328,"<TextBlock Style=""{StaticResource HeaderLabelTextStyle}"" Text=""性别："" />"
must,Views\MainContainerView.xaml,353,"Text=""更换患者"" />"
ignore-comment,Views\PatientSelectionView.xaml,19,<!--  页面级按钮模板（圆角 16）  -->
ignore-comment,Views\PatientSelectionView.xaml,46,<!--  分页箭头按钮样式  -->
ignore-comment,Views\PatientSelectionView.xaml,75,<!--  页码数字按钮样式（非当前页）  -->
ignore-comment,Views\PatientSelectionView.xaml,141,<!--  ═══════════════════ 主内容卡片 ═══════════════════  -->
ignore-comment,Views\PatientSelectionView.xaml,163,<!--  ═══════════════════ 三、搜索区和操作按钮区 ═══════════════════  -->
ignore-comment,Views\PatientSelectionView.xaml,172,<!--  搜索框  -->
ignore-comment,Views\PatientSelectionView.xaml,185,<!--  占位提示文字  -->
must,Views\PatientSelectionView.xaml,193,"Text=""输入患者姓名关键字"">"
ignore-comment,Views\PatientSelectionView.xaml,208,<!--  实际输入框  -->
ignore-comment,Views\PatientSelectionView.xaml,224,<!--  清除按钮（X）  -->
ignore-comment,Views\PatientSelectionView.xaml,277,<!--  搜索按钮  -->
must,Views\PatientSelectionView.xaml,300,"Text=""搜索"" />"
ignore-comment,Views\PatientSelectionView.xaml,304,<!--  添加按钮  -->
must,Views\PatientSelectionView.xaml,328,"Text=""添加"" />"
ignore-comment,Views\PatientSelectionView.xaml,333,<!--  右侧：导出 + 导入  -->
must,Views\PatientSelectionView.xaml,359,"Text=""导出"" />"
must,Views\PatientSelectionView.xaml,384,"Text=""导入"" />"
ignore-comment,Views\PatientSelectionView.xaml,390,<!--  已选提示（轻量）  -->
ignore-comment,Views\PatientSelectionView.xaml,415,<!--  ═══════════════════ 四、患者信息列表区域 ═══════════════════  -->
ignore-comment,Views\PatientSelectionView.xaml,416,<!--  列表标题栏  -->
ignore-comment,Views\PatientSelectionView.xaml,434,<!--  全选按钮（可点击）  -->
must,Views\PatientSelectionView.xaml,447,"Text=""编号"" />"
must,Views\PatientSelectionView.xaml,455,"Text=""姓名"" />"
must,Views\PatientSelectionView.xaml,463,"Text=""性别"" />"
must,Views\PatientSelectionView.xaml,471,"Text=""年龄"" />"
must,Views\PatientSelectionView.xaml,479,"Text=""身高(CM)"" />"
must,Views\PatientSelectionView.xaml,487,"Text=""身份证号"" />"
must,Views\PatientSelectionView.xaml,495,"Text=""编辑"" />"
must,Views\PatientSelectionView.xaml,503,"Text=""删除"" />"
ignore-comment,Views\PatientSelectionView.xaml,506,<!--  列表内容区（禁用滚动条，按可视高度动态分页）  -->
ignore-comment,Views\PatientSelectionView.xaml,552,<!--  选择框图标  -->
ignore-comment,Views\PatientSelectionView.xaml,571,<!--  显示序号（跨页连续）  -->
ignore-comment,Views\PatientSelectionView.xaml,621,<!--  编辑按钮  -->
ignore-comment,Views\PatientSelectionView.xaml,637,<!--  删除按钮  -->
ignore-comment,Views\PatientSelectionView.xaml,664,<!--  ═══════════════════ 五、分页区域 ═══════════════════  -->
ignore-comment,Views\PatientSelectionView.xaml,672,<!--  上一页箭头  -->
ignore-comment,Views\PatientSelectionView.xaml,685,<!--  页码列表：每项固定宽 65px，保证中心间距 65px  -->
ignore-comment,Views\PatientSelectionView.xaml,694,<!--  每个页码项固定 65px 宽，高 40px，内容居中  -->
ignore-comment,Views\PatientSelectionView.xaml,697,<!--  省略号（不可点击，IsEllipsis=True 时显示）  -->
ignore-comment,Views\PatientSelectionView.xaml,718,<!--  当前页高亮块（IsCurrent=True 且非省略号时显示）  -->
ignore-comment,Views\PatientSelectionView.xaml,749,<!--  非当前页数字按钮（可点击，IsCurrent=False 且非省略号时显示）  -->
ignore-comment,Views\PatientSelectionView.xaml,782,<!--  下一页箭头  -->
must,Views\ReportView.xaml,408,"Text=""输入姓名"">"
must,Views\ReportView.xaml,711,"Text=""搜索"" />"
must,Views\ReportView.xaml,769,"Text=""编号"" />"
must,Views\ReportView.xaml,773,"Text=""姓名"" />"
must,Views\ReportView.xaml,777,"Text=""测量日期"" />"
must,Views\ReportView.xaml,781,"Text=""详情"" />"
must,Views\ReportView.xaml,785,"Text=""导出"" />"
must,Views\ReportView.xaml,789,"Text=""打印"" />"
must,Views\ReportView.xaml,913,"Text=""正在加载数据..."" />"
must,Views\ReportView.xaml,936,"Text=""暂无报告数据"" />"
must,Views\ReportView.xaml,982,"Text=""全部导出"" />"
must,Views\ReportView.xaml,1113,"Text=""{Binding SelectedReportTotalCount, StringFormat=已选 {0} 项}"" />"
must,Views\ReportView.xaml,1152,"Text=""报告摘要"" />"
must,Views\ReportView.xaml,1164,"Text=""选中左侧列表的一行可预览报告摘要"" />"
must,Views\ReportView.xaml,1205,"<TextBlock Style=""{StaticResource ReportPreviewSectionTitleStyle}"" Text=""报告基础信息"" />"
must,Views\ReportView.xaml,1234,"<TextBlock Style=""{StaticResource ReportPreviewSectionTitleStyle}"" Text=""关键指标"" />"
must,Views\ReportView.xaml,1263,"<TextBlock Style=""{StaticResource ReportPreviewSectionTitleStyle}"" Text=""报告内容摘要"" />"
must,Views\ReportView.xaml,1313,"Text=""暂无数据"" />"
must,Views\ReportView.xaml,1326,"Content=""查看完整报告"""
must,Views\ReportView.xaml,1332,"Content=""导出报告"""
must,Views\ReportView.xaml,1337,"Content=""打印报告"""
must,Views\Dialogs\AboutDialog.xaml,82,"Text=""关于我们"" />"
must,Views\Dialogs\AboutDialog.xaml,170,"<TextBlock Grid.Row=""0"" Grid.Column=""0"" Style=""{StaticResource InfoLabelStyle}"" Text=""软件版本"" />"
must,Views\Dialogs\AboutDialog.xaml,173,"<TextBlock Grid.Row=""1"" Grid.Column=""0"" Style=""{StaticResource InfoLabelStyle}"" Text=""发布版本"" />"
must,Views\Dialogs\AboutDialog.xaml,176,"<TextBlock Grid.Row=""2"" Grid.Column=""0"" Style=""{StaticResource InfoLabelStyle}"" Text=""内部版本"" />"
must,Views\Dialogs\AboutDialog.xaml,179,"<TextBlock Grid.Row=""3"" Grid.Column=""0"" Style=""{StaticResource InfoLabelStyle}"" Text=""协议版本"" />"
must,Views\Dialogs\CameraCaptureDialog.xaml,176,"Text=""单视角"" />"
must,Views\Dialogs\CameraCaptureDialog.xaml,183,"Text=""双视角"" />"
must,Views\Dialogs\CameraCaptureDialog.xaml,201,"Text=""单视角"" />"
maybe,Views\Dialogs\CameraCaptureDialog.xaml,208,"<Setter TargetName=""SwitchText"" Property=""Text"" Value=""双视角"" />"
must,Views\Dialogs\CameraCaptureDialog.xaml,454,"Text=""相机视频采集"" />"
must,Views\Dialogs\CameraCaptureDialog.xaml,463,"ToolTip=""关闭"">"
must,Views\Dialogs\CameraCaptureDialog.xaml,484,"<TextBlock Style=""{StaticResource CameraSectionTitleStyle}"" Text=""采集参数"" />"
must,Views\Dialogs\CameraCaptureDialog.xaml,499,"<TextBlock Style=""{StaticResource CameraFieldLabelStyle}"" Text=""当前模式"" />"
must,Views\Dialogs\CameraCaptureDialog.xaml,511,"<TextBlock Style=""{StaticResource CameraFieldLabelStyle}"" Text=""录制分辨率"" />"
must,Views\Dialogs\CameraCaptureDialog.xaml,524,"<TextBlock Style=""{StaticResource CameraFieldLabelStyle}"" Text=""录制帧率"" />"
must,Views\Dialogs\CameraCaptureDialog.xaml,537,"<TextBlock Style=""{StaticResource CameraFieldLabelStyle}"" Text=""录制时长"" />"
must,Views\Dialogs\CameraCaptureDialog.xaml,590,"<TextBlock Style=""{StaticResource CameraSectionTitleStyle}"" Text=""侧面相机"" />"
must,Views\Dialogs\CameraCaptureDialog.xaml,612,"ToolTip=""刷新相机状态"">"
must,Views\Dialogs\CameraCaptureDialog.xaml,622,"Content=""修改"""
must,Views\Dialogs\CameraCaptureDialog.xaml,624,"<TextBlock Style=""{StaticResource CameraMetaTextStyle}"" Text=""相机ID："" />"
must,Views\Dialogs\CameraCaptureDialog.xaml,749,"Content=""横向"""
must,Views\Dialogs\CameraCaptureDialog.xaml,755,"Content=""纵向"""
must,Views\Dialogs\CameraCaptureDialog.xaml,761,"Content=""上下翻转"""
must,Views\Dialogs\CameraCaptureDialog.xaml,796,"<TextBlock Style=""{StaticResource CameraSectionTitleStyle}"" Text=""正面相机"" />"
must,Views\Dialogs\CameraCaptureDialog.xaml,818,"ToolTip=""刷新相机状态"">"
must,Views\Dialogs\CameraCaptureDialog.xaml,828,"Content=""修改"""
must,Views\Dialogs\CameraCaptureDialog.xaml,830,"<TextBlock Style=""{StaticResource CameraMetaTextStyle}"" Text=""相机ID："" />"
must,Views\Dialogs\CameraCaptureDialog.xaml,955,"Content=""横向"""
must,Views\Dialogs\CameraCaptureDialog.xaml,961,"Content=""纵向"""
must,Views\Dialogs\CameraCaptureDialog.xaml,967,"Content=""上下翻转"""
must,Views\Dialogs\CameraCaptureDialog.xaml,994,"Content=""确定"""
must,Views\Dialogs\CameraCaptureDialog.xaml,1010,"<TextBlock Style=""{StaticResource CameraSectionTitleStyle}"" Text=""修改相机编号"" />"
must,Views\Dialogs\CameraCaptureDialog.xaml,1013,"materialDesign:HintAssist.Hint=""DirectShow 相机设备名"""
must,Views\Dialogs\CameraCaptureDialog.xaml,1020,"Content=""取消"""
must,Views\Dialogs\CameraCaptureDialog.xaml,1025,"Content=""确认"""
must,Views\Dialogs\DepartmentEditDialog.xaml,197,"<Run Text=""科室名称"" />"
must,Views\Dialogs\DepartmentEditDialog.xaml,206,"<TextBlock Style=""{StaticResource DepartmentLabelStyle}"" Text=""科室代码"" />"
must,Views\Dialogs\DepartmentEditDialog.xaml,218,"Text=""描述"" />"
must,Views\Dialogs\DepartmentEditDialog.xaml,245,"Content=""取消"""
must,Views\Dialogs\DepartmentEditDialog.xaml,250,"Content=""确认"""
must,Views\Dialogs\MeasurementDetailDialog.xaml,351,"Text=""导出"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,372,"Text=""报告预览"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,380,"Text=""分析结果详情"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,393,"Text=""关闭"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,421,"<TextBlock Style=""{StaticResource SectionHeaderTextStyle}"" Text=""基本信息"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,424,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""患者"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,429,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""身高"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,434,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""测量类型"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,439,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""分析模式"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,444,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""测量时间"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,456,"<TabItem Header=""总体情况页"">"
must,Views\Dialogs\MeasurementDetailDialog.xaml,466,"<TextBlock Style=""{StaticResource MetricLabelTextStyle}"" Text=""步态周期"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,472,"<TextBlock Style=""{StaticResource MetricLabelTextStyle}"" Text=""平均步长"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,478,"<TextBlock Style=""{StaticResource MetricLabelTextStyle}"" Text=""平均步幅"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,484,"<TextBlock Style=""{StaticResource MetricLabelTextStyle}"" Text=""平均步频"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,490,"<TextBlock Style=""{StaticResource MetricLabelTextStyle}"" Text=""平均步速"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,511,"<TextBlock Style=""{StaticResource SectionHeaderTextStyle}"" Text=""结果摘要"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,527,"Text=""有效帧比例"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,537,"Text=""结果预览说明"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,543,"Text=""当前展示本次步态分析的概要数据，详细曲线与视频内容可通过页签切换查看。"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,556,"<TextBlock Style=""{StaticResource SectionHeaderTextStyle}"" Text=""分析基础信息"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,575,"Text=""分析时间"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,585,"Text=""分析状态"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,596,"Text=""测量名称"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,607,"Text=""任务编号"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,618,"Text=""分析耗时"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,638,"<TextBlock Style=""{StaticResource SectionHeaderTextStyle}"" Text=""文件与输出摘要"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,656,"Text=""结果文件数量"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,661,"Text=""{Binding FileCountDisplay, TargetNullValue=暂无结果文件}"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,666,"Text=""标注视频"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,671,"Text=""{Binding AnnotatedVideoDisplay, TargetNullValue=未生成标注视频}"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,676,"Text=""摘要文件"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,682,"Text=""{Binding SummaryFileDisplay, TargetNullValue=未生成 summary.json}"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,688,"Text=""输出目录"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,702,"<TabItem Header=""参数显示页"">"
must,Views\Dialogs\MeasurementDetailDialog.xaml,725,"<TextBlock Style=""{StaticResource SectionHeaderTextStyle}"" Text=""时空参数"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,730,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""步态周期"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,737,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""步长"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,744,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""步幅"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,751,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""步频"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,758,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""步速"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,765,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""站立相时间"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,772,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""摆动相时间"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,779,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""双支撑时间"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,786,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""单支撑时间"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,804,"<TextBlock Style=""{StaticResource SectionHeaderTextStyle}"" Text=""运动学参数"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,809,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""左髋 ROM"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,816,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""右髋 ROM"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,823,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""左膝 ROM"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,830,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""右膝 ROM"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,837,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""左踝 ROM"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,844,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""右踝 ROM"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,851,"<TextBlock Style=""{StaticResource InfoLabelTextStyle}"" Text=""骨盆冠状面角度"" />"
must,Views\Dialogs\MeasurementDetailDialog.xaml,877,"<TextBlock Style=""{StaticResource SectionHeaderTextStyle}"" Text=""躯干和骨盆参数"" />"
